epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,3430.07,0.82486,1.36278,1.41737,1.01777,0.3006,0.21035,0.16311,0.11773,0.30079,0.21143,0.16534,0.1122,0.90692,1.79967,2.43415,1.14774,0.0075448,0.0075448,0.0075448
126,3456.3,0.81837,1.33909,1.41281,1.02081,0.33457,0.20132,0.16885,0.12355,0.33928,0.20145,0.16902,0.11689,0.90555,1.8018,2.39907,1.14591,0.007525,0.007525,0.007525
127,3482.5,0.80813,1.34304,1.40784,1.01543,0.30298,0.20841,0.17147,0.12671,0.30707,0.20933,0.17421,0.1208,0.90071,1.7767,2.37082,1.14033,0.0075052,0.0075052,0.0075052
128,3508.93,0.81426,1.33474,1.40195,1.0158,0.31159,0.20311,0.16821,0.12304,0.31527,0.20344,0.17052,0.11705,0.90058,1.75511,2.36564,1.13833,0.0074854,0.0074854,0.0074854
129,3535.02,0.83184,1.35975,1.3908,1.01487,0.31087,0.20734,0.16317,0.11815,0.3146,0.20823,0.16572,0.11153,0.90463,1.79776,2.42177,1.14175,0.0074656,0.0074656,0.0074656
130,3561.22,0.81036,1.31861,1.37759,1.01162,0.31993,0.21514,0.17052,0.12488,0.32441,0.21521,0.17325,0.11807,0.89551,1.75588,2.40542,1.13971,0.0074458,0.0074458,0.0074458
131,3587.51,0.80376,1.30834,1.35659,1.01388,0.32355,0.20501,0.17188,0.1259,0.32684,0.20625,0.17485,0.11855,0.90449,1.74987,2.41581,1.1394,0.007426,0.007426,0.007426
132,3613.52,0.79797,1.30444,1.36835,1.00482,0.3287,0.20476,0.17127,0.12491,0.33488,0.20556,0.17353,0.11804,0.90201,1.80132,2.41468,1.14863,0.0074062,0.0074062,0.0074062
133,3639.91,0.82803,1.33255,1.35106,1.00884,0.30732,0.21642,0.17179,0.12509,0.32759,0.21044,0.17421,0.11826,0.89796,1.78211,2.34832,1.1417,0.0073864,0.0073864,0.0073864
134,3665.93,0.82363,1.35399,1.38583,1.01355,0.29093,0.20663,0.16753,0.12184,0.32549,0.19934,0.16946,0.11608,0.90299,1.80321,2.40526,1.1471,0.0073666,0.0073666,0.0073666
135,3692.2,0.8279,1.3569,1.39296,1.01506,0.32088,0.20279,0.16322,0.11804,0.32684,0.20272,0.16555,0.11179,0.90559,1.79268,2.38102,1.14792,0.0073468,0.0073468,0.0073468
136,3718.46,0.81189,1.3437,1.40091,1.01918,0.2952,0.21147,0.16594,0.12246,0.30072,0.21166,0.16865,0.11646,0.88639,1.7391,2.36221,1.13463,0.007327,0.007327,0.007327
137,3744.5,0.80812,1.32373,1.40931,1.01041,0.31765,0.20283,0.17189,0.12604,0.32601,0.20007,0.17405,0.11939,0.88973,1.77013,2.38017,1.13656,0.0073072,0.0073072,0.0073072
138,3770.93,0.7855,1.29377,1.38774,1.00557,0.32868,0.20161,0.16731,0.12144,0.33165,0.20455,0.16889,0.11493,0.89974,1.7852,2.38482,1.14303,0.0072874,0.0072874,0.0072874
139,3796.96,0.79263,1.30466,1.35882,1.00921,0.33334,0.20164,0.17373,0.12563,0.3456,0.19913,0.17633,0.11939,0.89434,1.7704,2.34563,1.13968,0.0072676,0.0072676,0.0072676
140,3822.72,0.79215,1.2979,1.35661,1.00595,0.32285,0.21201,0.16618,0.12,0.33874,0.21281,0.17012,0.11467,0.90959,1.79058,2.42542,1.15488,0.0072478,0.0072478,0.0072478
141,3848.94,0.80042,1.31011,1.33985,1.00931,0.31876,0.20911,0.16788,0.12226,0.32844,0.20856,0.17096,0.11618,0.90424,1.81303,2.4192,1.15112,0.007228,0.007228,0.007228
142,3875.03,0.80304,1.30373,1.36116,1.00816,0.31136,0.21148,0.17353,0.1269,0.31709,0.2101,0.17686,0.1201,0.89646,1.77908,2.35461,1.14462,0.0072082,0.0072082,0.0072082
143,3901.21,0.80387,1.31362,1.32743,1.00218,0.32524,0.19708,0.16862,0.12394,0.33009,0.20129,0.17257,0.11762,0.89898,1.77487,2.38771,1.14447,0.0071884,0.0071884,0.0071884
144,3927.18,0.82379,1.34336,1.32504,1.00898,0.29814,0.21306,0.16797,0.12269,0.30475,0.21373,0.17067,0.11647,0.90184,1.80401,2.38433,1.14419,0.0071686,0.0071686,0.0071686
145,3953.32,0.7892,1.28889,1.31942,1.00062,0.28868,0.20929,0.16405,0.1197,0.29343,0.21103,0.1673,0.11411,0.90179,1.7885,2.40897,1.14731,0.0071488,0.0071488,0.0071488
146,3979.58,0.79204,1.27868,1.33323,1.00414,0.29889,0.20182,0.16911,0.12428,0.31005,0.20109,0.1726,0.11864,0.89982,1.76836,2.39288,1.14461,0.007129,0.007129,0.007129
147,4005.56,0.80529,1.32669,1.33978,1.00479,0.3044,0.20976,0.17072,0.12568,0.31288,0.21021,0.17433,0.1203,0.90127,1.77751,2.40803,1.14485,0.0071092,0.0071092,0.0071092
148,4031.52,0.79647,1.29908,1.32607,1.00437,0.30962,0.21299,0.17251,0.12658,0.319,0.21183,0.17538,0.12132,0.90084,1.79028,2.41179,1.14632,0.0070894,0.0070894,0.0070894
149,4057.41,0.78636,1.2827,1.34508,1.00602,0.30538,0.20576,0.1685,0.12234,0.31216,0.20687,0.17254,0.1174,0.90416,1.79678,2.4233,1.14923,0.0070696,0.0070696,0.0070696
150,4083.47,0.79454,1.28522,1.29484,1.00015,0.29918,0.21212,0.17016,0.12382,0.30437,0.21195,0.17388,0.11827,0.90212,1.78354,2.39621,1.14648,0.0070498,0.0070498,0.0070498
151,4109.75,0.81065,1.30623,1.3139,1.00017,0.29359,0.21445,0.1713,0.12485,0.29816,0.21442,0.17426,0.11878,0.89934,1.78381,2.37166,1.14296,0.00703,0.00703,0.00703
152,4135.56,0.79845,1.30575,1.32958,1.00407,0.30374,0.22008,0.17293,0.12696,0.30791,0.22029,0.17606,0.1206,0.89836,1.78745,2.37146,1.14192,0.0070102,0.0070102,0.0070102
153,4161.6,0.79393,1.29386,1.34019,1.00736,0.31435,0.20884,0.17112,0.12553,0.31661,0.2107,0.1745,0.11903,0.90056,1.79024,2.39836,1.14641,0.0069904,0.0069904,0.0069904
154,4188,0.80002,1.30295,1.32391,1.00521,0.32165,0.20999,0.17118,0.1252,0.3299,0.20812,0.17435,0.11899,0.89574,1.78426,2.38346,1.14233,0.0069706,0.0069706,0.0069706
155,4214.14,0.78391,1.27707,1.32623,1.00364,0.29205,0.21749,0.17028,0.12399,0.29488,0.21985,0.17374,0.11774,0.90117,1.8175,2.41507,1.14771,0.0069508,0.0069508,0.0069508
156,4240.27,0.78128,1.28096,1.33479,1.00135,0.30188,0.21667,0.16999,0.12396,0.30725,0.21359,0.17248,0.11777,0.89973,1.80252,2.39599,1.14721,0.006931,0.006931,0.006931
157,4266.2,0.78918,1.27978,1.31778,1.00435,0.31154,0.20942,0.17094,0.12494,0.32634,0.20277,0.17486,0.11892,0.89965,1.78676,2.36174,1.14461,0.0069112,0.0069112,0.0069112
158,4292.09,0.80591,1.30842,1.31159,1.01004,0.30553,0.21157,0.17031,0.12388,0.31136,0.21106,0.17349,0.11763,0.8973,1.79349,2.37327,1.14504,0.0068914,0.0068914,0.0068914
159,4317.96,0.79129,1.28978,1.29427,1.00352,0.31396,0.20209,0.16868,0.12261,0.31952,0.20335,0.17199,0.11665,0.90463,1.80791,2.4169,1.15566,0.0068716,0.0068716,0.0068716
160,4343.83,0.78453,1.29021,1.31222,1.00473,0.31213,0.20855,0.17407,0.12621,0.3259,0.20537,0.17727,0.12019,0.89501,1.78463,2.37395,1.14533,0.0068518,0.0068518,0.0068518
161,4370.07,0.79698,1.31116,1.28243,1.00138,0.32198,0.2049,0.17173,0.12486,0.32615,0.20646,0.17499,0.11918,0.89515,1.79631,2.39956,1.14758,0.006832,0.006832,0.006832
162,4396.33,0.79094,1.30765,1.30107,1.00149,0.3061,0.20362,0.16819,0.12243,0.32138,0.19848,0.17155,0.11656,0.90608,1.82493,2.45027,1.15585,0.0068122,0.0068122,0.0068122
163,4422.58,0.79046,1.28937,1.30427,1.00403,0.32605,0.20275,0.16803,0.1216,0.32944,0.20293,0.17102,0.11604,0.90208,1.82023,2.4256,1.1511,0.0067924,0.0067924,0.0067924
164,4448.93,0.78687,1.27375,1.27825,0.99532,0.33427,0.20345,0.16762,0.12158,0.33933,0.20311,0.17055,0.11563,0.90399,1.81274,2.4206,1.15035,0.0067726,0.0067726,0.0067726
165,4475.03,0.79329,1.29141,1.28365,0.99588,0.31385,0.22098,0.17385,0.12724,0.31644,0.22051,0.17628,0.12104,0.8912,1.78733,2.35588,1.14243,0.0067528,0.0067528,0.0067528
166,4501.22,0.78512,1.27476,1.23945,0.99564,0.33442,0.20602,0.17305,0.12584,0.33726,0.20666,0.17497,0.11934,0.90175,1.81299,2.40815,1.15164,0.006733,0.006733,0.006733
167,4527.04,0.78595,1.28124,1.28294,1.00154,0.33008,0.2046,0.17172,0.12449,0.33339,0.20588,0.17489,0.11831,0.90975,1.82505,2.41805,1.15828,0.0067132,0.0067132,0.0067132
168,4553.09,0.78477,1.27389,1.25096,0.99609,0.3143,0.20324,0.1708,0.12422,0.32172,0.20061,0.17381,0.11825,0.90494,1.81636,2.40778,1.1544,0.0066934,0.0066934,0.0066934
169,4579.27,0.78632,1.27656,1.25318,0.99227,0.31806,0.20309,0.16797,0.12262,0.32446,0.20184,0.17088,0.11682,0.90173,1.81231,2.41805,1.15205,0.0066736,0.0066736,0.0066736
170,4604.87,0.78102,1.27381,1.28251,0.99519,0.31268,0.20769,0.17097,0.12482,0.31616,0.20755,0.17399,0.11922,0.90283,1.82228,2.39878,1.1527,0.0066538,0.0066538,0.0066538
171,4630.83,0.7813,1.26306,1.2701,0.99747,0.30533,0.21157,0.17017,0.12375,0.30716,0.2125,0.17321,0.11819,0.90597,1.82589,2.43182,1.15608,0.006634,0.006634,0.006634
172,4656.73,0.79331,1.2793,1.26977,0.99968,0.31191,0.19973,0.16579,0.12058,0.31513,0.20177,0.16942,0.11515,0.90883,1.83354,2.45382,1.15864,0.0066142,0.0066142,0.0066142
173,4682.98,0.76755,1.24879,1.26678,0.99514,0.30088,0.2069,0.16676,0.12186,0.30451,0.20926,0.17032,0.11616,0.9051,1.81721,2.44554,1.15474,0.0065944,0.0065944,0.0065944
174,4708.91,0.77123,1.24928,1.26261,0.99611,0.3091,0.20438,0.16796,0.1219,0.31342,0.20612,0.17116,0.11627,0.90651,1.80811,2.42769,1.15435,0.0065746,0.0065746,0.0065746
175,4734.68,0.78792,1.29752,1.25257,1.00006,0.30306,0.209,0.16634,0.12063,0.30701,0.21128,0.17095,0.1151,0.91335,1.8242,2.45147,1.15967,0.0065548,0.0065548,0.0065548
176,4760.86,0.78344,1.26609,1.2372,0.99579,0.31471,0.20251,0.1691,0.12323,0.33095,0.19919,0.1732,0.11746,0.90961,1.81208,2.44223,1.15697,0.006535,0.006535,0.006535
177,4786.87,0.78039,1.25964,1.23371,0.9921,0.31789,0.19563,0.17037,0.12463,0.32505,0.19714,0.17495,0.11888,0.91063,1.82534,2.45033,1.15941,0.0065152,0.0065152,0.0065152
178,4812.91,0.80279,1.29725,1.2623,0.9972,0.32404,0.19587,0.17039,0.12499,0.33138,0.19766,0.17449,0.11925,0.90969,1.81915,2.43829,1.15767,0.0064954,0.0064954,0.0064954
179,4839.16,0.78019,1.25602,1.23203,0.99091,0.31849,0.19121,0.16861,0.12346,0.32436,0.1945,0.17331,0.11766,0.91367,1.82696,2.45281,1.16044,0.0064756,0.0064756,0.0064756
180,4865.19,0.78063,1.27739,1.2614,0.98755,0.29824,0.19977,0.16937,0.12404,0.30743,0.19928,0.1741,0.11842,0.91048,1.81184,2.42609,1.15789,0.0064558,0.0064558,0.0064558
181,4891.3,0.79494,1.29393,1.24895,0.99751,0.29395,0.20298,0.16733,0.1222,0.29878,0.20451,0.17183,0.1165,0.90806,1.81481,2.41214,1.15817,0.006436,0.006436,0.006436
182,4917.47,0.77697,1.26032,1.26832,0.99756,0.30537,0.20529,0.17118,0.1253,0.31181,0.20628,0.17595,0.11951,0.90422,1.81467,2.40663,1.15374,0.0064162,0.0064162,0.0064162
183,4943.46,0.78274,1.25662,1.24774,0.99442,0.29288,0.2081,0.1711,0.12548,0.32142,0.19753,0.17606,0.11986,0.90799,1.82378,2.42938,1.15786,0.0063964,0.0063964,0.0063964
184,4969.62,0.76154,1.23229,1.20634,0.98614,0.28075,0.2069,0.17027,0.12439,0.28795,0.20771,0.17544,0.11895,0.90954,1.83279,2.43951,1.15954,0.0063766,0.0063766,0.0063766
185,4995.35,0.78272,1.26257,1.21606,0.99385,0.27731,0.21115,0.17106,0.12532,0.28345,0.21325,0.17623,0.1196,0.90949,1.8401,2.44404,1.15955,0.0063568,0.0063568,0.0063568
186,5021.3,0.77875,1.25981,1.2486,0.99604,0.30258,0.20403,0.16962,0.12413,0.31055,0.20471,0.17464,0.11799,0.90558,1.83693,2.44027,1.15566,0.006337,0.006337,0.006337
187,5047.01,0.78091,1.25617,1.20739,0.98885,0.29644,0.21269,0.17083,0.12484,0.30096,0.21567,0.17535,0.11867,0.90692,1.84167,2.45483,1.15791,0.0063172,0.0063172,0.0063172
188,5072.82,0.75977,1.22713,1.22372,0.98904,0.29605,0.2075,0.17112,0.12551,0.30128,0.20804,0.17505,0.11897,0.9021,1.83003,2.42454,1.15284,0.0062974,0.0062974,0.0062974
189,5098.95,0.77961,1.26535,1.26023,1.00021,0.29523,0.21032,0.17069,0.12501,0.29937,0.2117,0.17514,0.11887,0.9038,1.82667,2.41613,1.15427,0.0062776,0.0062776,0.0062776
190,5124.88,0.77852,1.25037,1.20559,0.98834,0.28418,0.20918,0.17018,0.12434,0.30217,0.20657,0.17477,0.118,0.90487,1.83,2.41992,1.15581,0.0062578,0.0062578,0.0062578
191,5151.06,0.77386,1.25005,1.20858,0.98815,0.30281,0.20468,0.16945,0.12333,0.30855,0.20619,0.17366,0.11696,0.90911,1.83557,2.42958,1.15987,0.006238,0.006238,0.006238
192,5176.77,0.76705,1.24188,1.18886,0.98476,0.28371,0.20462,0.16998,0.12367,0.28852,0.2052,0.17412,0.11756,0.91076,1.838,2.4432,1.1618,0.0062182,0.0062182,0.0062182
193,5202.64,0.76696,1.23261,1.21986,0.98923,0.27646,0.21029,0.16861,0.12258,0.2851,0.20633,0.17281,0.11666,0.91415,1.84159,2.4625,1.16533,0.0061984,0.0061984,0.0061984
194,5228.6,0.76306,1.2533,1.20063,0.98475,0.27922,0.21016,0.16936,0.12377,0.2858,0.20817,0.17311,0.11792,0.91009,1.83377,2.45449,1.16069,0.0061786,0.0061786,0.0061786
195,5254.37,0.77126,1.23742,1.22018,0.99012,0.28418,0.20941,0.16949,0.12414,0.29235,0.20802,0.17315,0.1177,0.90921,1.83839,2.45358,1.15969,0.0061588,0.0061588,0.0061588
196,5280.08,0.78117,1.24373,1.19898,0.99226,0.2886,0.20806,0.17036,0.12457,0.2916,0.20704,0.17397,0.11863,0.90791,1.82896,2.44182,1.15866,0.006139,0.006139,0.006139
197,5305.83,0.75904,1.2292,1.2033,0.98668,0.29458,0.20598,0.17092,0.12454,0.29896,0.20588,0.17419,0.11851,0.9111,1.84229,2.45931,1.16133,0.0061192,0.0061192,0.0061192
198,5331.77,0.76761,1.24074,1.18988,0.98596,0.27646,0.21089,0.17019,0.12455,0.27947,0.21187,0.1735,0.11856,0.90818,1.83827,2.4494,1.15879,0.0060994,0.0060994,0.0060994
199,5358.02,0.7709,1.24998,1.22055,0.9828,0.28817,0.21302,0.17102,0.12542,0.29174,0.21323,0.17458,0.1194,0.90615,1.82851,2.43607,1.15621,0.0060796,0.0060796,0.0060796
200,5383.85,0.77903,1.26444,1.19489,0.98966,0.28999,0.21369,0.17168,0.12553,0.29425,0.2145,0.175,0.1197,0.90801,1.83745,2.44209,1.15828,0.0060598,0.0060598,0.0060598
201,5409.68,0.77337,1.25062,1.19092,0.98781,0.28251,0.21453,0.1711,0.12536,0.28838,0.21247,0.17468,0.11958,0.90905,1.83442,2.44977,1.15998,0.00604,0.00604,0.00604
202,5435.6,0.75383,1.21797,1.19443,0.98668,0.28862,0.20865,0.17081,0.12541,0.30432,0.20875,0.17448,0.11941,0.90704,1.83532,2.44706,1.15905,0.0060202,0.0060202,0.0060202
203,5461.33,0.76851,1.24202,1.19785,0.98854,0.30296,0.20881,0.17109,0.12558,0.30677,0.21053,0.17478,0.11941,0.90839,1.83701,2.44554,1.15992,0.0060004,0.0060004,0.0060004
204,5487.36,0.77389,1.23433,1.17319,0.99195,0.30093,0.20777,0.17069,0.12511,0.30504,0.20882,0.17457,0.11904,0.90948,1.83778,2.4461,1.16093,0.0059806,0.0059806,0.0059806
205,5513.25,0.7673,1.23069,1.15814,0.98448,0.30461,0.20682,0.17099,0.12499,0.30894,0.20675,0.17419,0.11931,0.90902,1.84016,2.44786,1.16079,0.0059608,0.0059608,0.0059608
206,5539.07,0.77104,1.24797,1.18588,0.98312,0.29846,0.2089,0.1717,0.12592,0.30129,0.20933,0.17492,0.12005,0.9093,1.84688,2.44993,1.16088,0.005941,0.005941,0.005941
207,5565.05,0.75611,1.22197,1.17368,0.9814,0.31103,0.20303,0.17205,0.1263,0.3138,0.20465,0.17512,0.12034,0.91079,1.85006,2.45599,1.16161,0.0059212,0.0059212,0.0059212
208,5590.81,0.76204,1.23588,1.18539,0.98074,0.29879,0.21123,0.16959,0.12377,0.30168,0.21247,0.17298,0.11796,0.91024,1.8492,2.46225,1.16093,0.0059014,0.0059014,0.0059014
209,5616.91,0.7737,1.23533,1.17194,0.98354,0.28955,0.21196,0.16994,0.12441,0.2921,0.21375,0.17333,0.11854,0.90934,1.8468,2.45476,1.1597,0.0058816,0.0058816,0.0058816
210,5642.61,0.75599,1.21221,1.17239,0.97989,0.29997,0.21096,0.17165,0.12641,0.30392,0.2113,0.17554,0.12028,0.9084,1.84883,2.454,1.1597,0.0058618,0.0058618,0.0058618
211,5668.54,0.7861,1.26259,1.18344,0.98878,0.30496,0.20956,0.172,0.12635,0.31109,0.20837,0.17548,0.12028,0.90966,1.85584,2.4652,1.16177,0.005842,0.005842,0.005842
212,5694.62,0.76572,1.23694,1.16987,0.98666,0.31458,0.20562,0.17229,0.12645,0.31873,0.2051,0.17525,0.12039,0.91026,1.85743,2.45945,1.16258,0.0058222,0.0058222,0.0058222
213,5720.38,0.77365,1.24761,1.18292,0.98379,0.30922,0.20534,0.17128,0.12563,0.31223,0.20604,0.17441,0.11978,0.91089,1.85696,2.46237,1.1638,0.0058024,0.0058024,0.0058024
214,5746.43,0.76249,1.22747,1.16341,0.98164,0.30005,0.20922,0.17138,0.12576,0.3082,0.20793,0.17475,0.11971,0.90942,1.85197,2.4559,1.16255,0.0057826,0.0057826,0.0057826
215,5772.23,0.76056,1.22119,1.16625,0.98034,0.29726,0.2117,0.1711,0.12573,0.30089,0.21201,0.17425,0.11994,0.90766,1.84773,2.44709,1.16074,0.0057628,0.0057628,0.0057628
216,5798.26,0.77519,1.23346,1.17487,0.98619,0.28251,0.21359,0.17069,0.1254,0.30822,0.2074,0.17409,0.11938,0.90859,1.85208,2.4491,1.16152,0.005743,0.005743,0.005743
217,5824.1,0.75512,1.20372,1.17612,0.9843,0.28358,0.21503,0.17066,0.12523,0.28651,0.21553,0.17425,0.1193,0.91011,1.85658,2.45262,1.16307,0.0057232,0.0057232,0.0057232
218,5849.88,0.75909,1.22153,1.18306,0.98584,0.28798,0.21122,0.17079,0.12574,0.2925,0.21228,0.17448,0.11983,0.91031,1.85685,2.4504,1.16312,0.0057034,0.0057034,0.0057034
219,5875.42,0.76666,1.22964,1.17001,0.98543,0.30237,0.20889,0.1706,0.12519,0.3051,0.2106,0.17432,0.1194,0.91064,1.85409,2.4538,1.16301,0.0056836,0.0056836,0.0056836
220,5901.37,0.75525,1.2154,1.15342,0.98222,0.29664,0.21436,0.1703,0.12531,0.30087,0.21498,0.174,0.11957,0.91097,1.85505,2.45655,1.16302,0.0056638,0.0056638,0.0056638
221,5927.07,0.74866,1.19561,1.14452,0.97584,0.3101,0.21305,0.17071,0.12547,0.31248,0.21449,0.17395,0.11946,0.9112,1.85777,2.45766,1.16353,0.005644,0.005644,0.005644
222,5952.87,0.77029,1.23453,1.17283,0.98947,0.31947,0.20521,0.17089,0.12585,0.3238,0.20586,0.17435,0.11992,0.91029,1.85741,2.45968,1.16275,0.0056242,0.0056242,0.0056242
223,5978.67,0.74949,1.19154,1.13182,0.97656,0.31425,0.20576,0.17046,0.12561,0.32481,0.20316,0.17404,0.11963,0.91072,1.85913,2.46122,1.1636,0.0056044,0.0056044,0.0056044
224,6004.53,0.76764,1.23296,1.15415,0.98303,0.31514,0.20521,0.17101,0.12599,0.32363,0.20384,0.17466,0.12021,0.90946,1.8578,2.46084,1.16285,0.0055846,0.0055846,0.0055846
225,6030.36,0.75347,1.21715,1.15857,0.98565,0.3154,0.2034,0.17112,0.12587,0.32134,0.2033,0.17468,0.12026,0.91097,1.86413,2.46715,1.1646,0.0055648,0.0055648,0.0055648
226,6056.33,0.73911,1.19106,1.15962,0.97714,0.31517,0.20371,0.17111,0.12575,0.32174,0.20314,0.17477,0.11987,0.91109,1.86368,2.46652,1.16431,0.005545,0.005545,0.005545
227,6082.27,0.74038,1.18059,1.14074,0.97535,0.30879,0.20921,0.17166,0.12636,0.31543,0.20881,0.1757,0.12062,0.90984,1.86115,2.46001,1.16319,0.0055252,0.0055252,0.0055252
228,6108,0.75171,1.20331,1.14837,0.98368,0.31317,0.20465,0.17001,0.12488,0.31766,0.2067,0.1741,0.11933,0.91023,1.86306,2.45805,1.16333,0.0055054,0.0055054,0.0055054
229,6133.65,0.76173,1.22357,1.15467,0.98258,0.31943,0.19924,0.16873,0.12364,0.32426,0.20138,0.17298,0.11806,0.91224,1.86578,2.46269,1.16562,0.0054856,0.0054856,0.0054856
230,6159.63,0.74795,1.20458,1.15478,0.97737,0.30457,0.20491,0.16845,0.12364,0.31961,0.20614,0.17276,0.11814,0.91193,1.86601,2.46454,1.16576,0.0054658,0.0054658,0.0054658
231,6185.17,0.75448,1.22141,1.14241,0.97816,0.30038,0.20674,0.16844,0.1233,0.30584,0.20771,0.17259,0.11793,0.9138,1.87209,2.47357,1.16785,0.005446,0.005446,0.005446
232,6211.31,0.74763,1.20184,1.15743,0.97615,0.29642,0.20998,0.16821,0.12309,0.3045,0.20968,0.17225,0.11764,0.91451,1.87439,2.47959,1.16846,0.0054262,0.0054262,0.0054262
233,6237.1,0.75827,1.22803,1.14106,0.97998,0.2956,0.21079,0.1686,0.1234,0.30279,0.21129,0.17307,0.1181,0.91418,1.87546,2.47966,1.16845,0.0054064,0.0054064,0.0054064
234,6262.97,0.76984,1.24624,1.13532,0.98147,0.29655,0.21085,0.16869,0.12339,0.30256,0.21288,0.17285,0.11788,0.91409,1.87245,2.47672,1.16811,0.0053866,0.0053866,0.0053866
235,6289.07,0.74206,1.18942,1.14194,0.97769,0.29827,0.20863,0.16865,0.1234,0.30351,0.21043,0.17313,0.11807,0.91375,1.87654,2.47799,1.16773,0.0053668,0.0053668,0.0053668
236,6314.75,0.74219,1.18145,1.13474,0.97804,0.29761,0.20914,0.16885,0.12388,0.30264,0.21161,0.17333,0.11843,0.91291,1.87332,2.47597,1.16719,0.005347,0.005347,0.005347
237,6340.46,0.74595,1.18869,1.13191,0.97464,0.27231,0.21487,0.16913,0.1241,0.27769,0.21656,0.1735,0.11859,0.91241,1.87461,2.47334,1.16674,0.0053272,0.0053272,0.0053272
238,6366.25,0.74854,1.20807,1.12294,0.97563,0.28771,0.20863,0.16856,0.12335,0.29204,0.20946,0.17242,0.11781,0.91289,1.8755,2.47626,1.16721,0.0053074,0.0053074,0.0053074
239,6392.04,0.75569,1.23149,1.14348,0.97927,0.27116,0.20725,0.168,0.1229,0.27986,0.20616,0.172,0.11732,0.91248,1.87531,2.47758,1.1671,0.0052876,0.0052876,0.0052876
240,6418.01,0.74068,1.19094,1.12305,0.9722,0.27505,0.20715,0.1682,0.12276,0.27866,0.20988,0.17222,0.11727,0.91314,1.87757,2.47795,1.16783,0.0052678,0.0052678,0.0052678
241,6443.93,0.75023,1.19143,1.12797,0.97866,0.26366,0.21274,0.16838,0.12301,0.27986,0.21348,0.17239,0.11738,0.91366,1.87919,2.47739,1.16789,0.005248,0.005248,0.005248
242,6469.83,0.75526,1.2047,1.13453,0.97838,0.26423,0.21227,0.16813,0.12273,0.26814,0.21409,0.17211,0.11714,0.91421,1.88144,2.48295,1.16878,0.0052282,0.0052282,0.0052282
243,6495.68,0.74641,1.18914,1.12432,0.97634,0.26333,0.21346,0.16833,0.12297,0.26721,0.21384,0.17208,0.11728,0.91415,1.88156,2.48064,1.16868,0.0052084,0.0052084,0.0052084
244,6521.66,0.74785,1.19266,1.10856,0.97513,0.26499,0.21344,0.16835,0.12305,0.26814,0.21442,0.17176,0.11727,0.91397,1.88354,2.48124,1.16912,0.0051886,0.0051886,0.0051886
245,6547.86,0.75637,1.20759,1.11593,0.97574,0.26043,0.2143,0.16817,0.12304,0.26482,0.21576,0.17184,0.11728,0.9146,1.88579,2.48119,1.16945,0.0051688,0.0051688,0.0051688
246,6573.53,0.73396,1.157,1.10785,0.97237,0.2581,0.21257,0.16833,0.1231,0.26158,0.21436,0.17199,0.11735,0.91497,1.88414,2.48296,1.16947,0.005149,0.005149,0.005149
247,6599.23,0.76822,1.22777,1.13355,0.98215,0.25719,0.21197,0.16808,0.12291,0.26117,0.21311,0.17166,0.1172,0.91472,1.88542,2.48184,1.16941,0.0051292,0.0051292,0.0051292
248,6625.21,0.73659,1.17646,1.10382,0.97654,0.25615,0.21471,0.16799,0.12279,0.26125,0.21382,0.17168,0.11699,0.91609,1.8873,2.48861,1.17085,0.0051094,0.0051094,0.0051094
249,6651.05,0.73455,1.18069,1.10957,0.97105,0.25828,0.21253,0.16799,0.123,0.26292,0.21208,0.17184,0.11706,0.91706,1.89124,2.49111,1.17179,0.0050896,0.0050896,0.0050896
250,6677.01,0.75226,1.20172,1.08859,0.97251,0.25983,0.21163,0.16796,0.12317,0.26375,0.21192,0.17172,0.11717,0.91689,1.8911,2.49152,1.17181,0.0050698,0.0050698,0.0050698
251,6702.94,0.76085,1.21461,1.10655,0.97588,0.26197,0.21301,0.16809,0.1231,0.26608,0.21404,0.17184,0.11736,0.91722,1.89078,2.48976,1.17194,0.00505,0.00505,0.00505
252,6728.63,0.74058,1.20719,1.12629,0.9716,0.26472,0.2099,0.16917,0.12414,0.26973,0.21158,0.17306,0.11834,0.91767,1.88951,2.4881,1.17258,0.0050302,0.0050302,0.0050302
253,6754.77,0.73835,1.1844,1.10034,0.9697,0.2617,0.21409,0.16854,0.12355,0.26561,0.21588,0.17233,0.11775,0.91792,1.89203,2.48901,1.17308,0.0050104,0.0050104,0.0050104
254,6780.63,0.75574,1.20907,1.11509,0.97482,0.26319,0.21198,0.16813,0.12323,0.26824,0.21353,0.17185,0.11745,0.91839,1.89284,2.49014,1.17339,0.0049906,0.0049906,0.0049906
255,6806.72,0.74811,1.20137,1.10209,0.97241,0.25233,0.21079,0.16785,0.12287,0.26644,0.21198,0.17176,0.11714,0.91869,1.89483,2.49222,1.17393,0.0049708,0.0049708,0.0049708
256,6832.6,0.73627,1.17883,1.09504,0.97305,0.26509,0.20862,0.16829,0.12321,0.27213,0.20773,0.17232,0.11757,0.91863,1.89535,2.49312,1.17395,0.004951,0.004951,0.004951
