epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
263,2148.71,0.46599,0.7767,0.52035,0.97228,0.48877,0.38845,0.40167,0.34224,0.48981,0.38964,0.40372,0.32361,0.65133,1.55004,1.65045,1.21029,0.0048124,0.0048124,0.0048124
264,2223.18,0.47077,0.78194,0.51401,0.9798,0.48808,0.38896,0.40137,0.34186,0.48932,0.38958,0.4035,0.32325,0.65123,1.55062,1.65034,1.21022,0.0047926,0.0047926,0.0047926
265,2297.64,0.462,0.77065,0.50994,0.97206,0.4678,0.39674,0.40158,0.34199,0.46911,0.39704,0.4035,0.32344,0.65179,1.55151,1.65083,1.21102,0.0047728,0.0047728,0.0047728
266,2371.33,0.46203,0.76947,0.51375,0.97293,0.46394,0.39898,0.40182,0.34218,0.46488,0.39981,0.40372,0.32377,0.65195,1.55273,1.65148,1.21138,0.004753,0.004753,0.004753
267,2444.83,0.46635,0.78271,0.52047,0.97717,0.46344,0.3988,0.40153,0.34202,0.46541,0.39891,0.40371,0.3237,0.65196,1.55445,1.65167,1.21167,0.0047332,0.0047332,0.0047332
268,2519.29,0.46658,0.78663,0.51618,0.97261,0.46252,0.40062,0.40177,0.34224,0.46358,0.40104,0.40379,0.3237,0.65173,1.55367,1.65177,1.21143,0.0047134,0.0047134,0.0047134
269,2593.05,0.46338,0.76396,0.50523,0.96752,0.46117,0.40062,0.40161,0.34216,0.46226,0.40106,0.40368,0.32363,0.65167,1.55426,1.65245,1.2113,0.0046936,0.0046936,0.0046936
270,2666.61,0.45927,0.77037,0.49927,0.97485,0.46165,0.40058,0.40182,0.34232,0.46256,0.40129,0.4038,0.32387,0.65187,1.55415,1.65191,1.21179,0.0046738,0.0046738,0.0046738
271,2741.12,0.45769,0.77033,0.50769,0.97416,0.46062,0.40059,0.40177,0.34229,0.46202,0.40007,0.40368,0.32384,0.65126,1.55567,1.65183,1.21113,0.004654,0.004654,0.004654
272,2815.59,0.45699,0.75965,0.5065,0.97217,0.46084,0.40181,0.40156,0.34215,0.46227,0.40136,0.40356,0.32365,0.65132,1.55551,1.65172,1.21162,0.0046342,0.0046342,0.0046342
273,2889.11,0.45692,0.76009,0.50264,0.96834,0.45785,0.40447,0.4017,0.34223,0.46098,0.40164,0.4038,0.32385,0.65165,1.55515,1.65161,1.21214,0.0046144,0.0046144,0.0046144
274,2962.52,0.46195,0.77512,0.5141,0.98041,0.45666,0.40326,0.40195,0.34257,0.46083,0.40137,0.40388,0.32405,0.65141,1.55548,1.65215,1.21221,0.0045946,0.0045946,0.0045946
275,3037.3,0.4564,0.76661,0.5025,0.97105,0.45704,0.40295,0.40223,0.3431,0.45869,0.40305,0.40408,0.3243,0.65072,1.55607,1.65222,1.21153,0.0045748,0.0045748,0.0045748
276,3111.12,0.45726,0.75945,0.50743,0.9697,0.54045,0.37145,0.40243,0.34303,0.54304,0.37262,0.40418,0.32456,0.65085,1.5562,1.65216,1.21196,0.004555,0.004555,0.004555
277,3184.92,0.457,0.75811,0.49231,0.97036,0.54017,0.3712,0.40239,0.34311,0.54321,0.37234,0.40414,0.32444,0.65059,1.55679,1.65277,1.21179,0.0045352,0.0045352,0.0045352
278,3258.24,0.45402,0.76422,0.50696,0.97211,0.54091,0.37128,0.40209,0.34303,0.54285,0.37269,0.40399,0.32415,0.65038,1.55805,1.65286,1.21171,0.0045154,0.0045154,0.0045154
279,3332.66,0.45538,0.75721,0.50026,0.96988,0.52795,0.37396,0.40241,0.34319,0.53053,0.37385,0.40422,0.32454,0.65032,1.55855,1.6524,1.21207,0.0044956,0.0044956,0.0044956
280,3406.41,0.45816,0.75316,0.49617,0.97477,0.52691,0.37439,0.40215,0.34306,0.52824,0.37583,0.40407,0.32446,0.65041,1.55859,1.65249,1.21241,0.0044758,0.0044758,0.0044758
281,3480.57,0.46439,0.77078,0.50941,0.97535,0.52471,0.37523,0.40197,0.34296,0.53756,0.37577,0.40387,0.32434,0.64992,1.55881,1.65277,1.21202,0.004456,0.004456,0.004456
282,3555.1,0.46306,0.76639,0.49732,0.97029,0.52383,0.37586,0.402,0.34263,0.53722,0.37632,0.40378,0.32428,0.65018,1.55898,1.65272,1.21249,0.0044362,0.0044362,0.0044362
283,3628.65,0.46408,0.77426,0.50849,0.97206,0.53691,0.37468,0.40199,0.3427,0.53781,0.37604,0.40375,0.32423,0.64994,1.55939,1.65298,1.21248,0.0044164,0.0044164,0.0044164
284,3702.11,0.45977,0.77197,0.50915,0.9703,0.53578,0.37493,0.40197,0.3426,0.53672,0.37633,0.40363,0.32413,0.64993,1.55895,1.65249,1.21265,0.0043966,0.0043966,0.0043966
285,3775.68,0.44973,0.75295,0.49433,0.97092,0.53512,0.37505,0.40196,0.34266,0.47185,0.39714,0.40358,0.32434,0.64974,1.55996,1.65335,1.21282,0.0043768,0.0043768,0.0043768
286,3849.25,0.45666,0.77365,0.50602,0.97602,0.47438,0.39408,0.4018,0.34274,0.47318,0.39672,0.40351,0.32451,0.64948,1.55947,1.65375,1.2127,0.004357,0.004357,0.004357
287,3923.18,0.44469,0.74627,0.49302,0.96257,0.4741,0.39398,0.40147,0.34244,0.47417,0.39615,0.40329,0.32434,0.64984,1.56056,1.6536,1.21334,0.0043372,0.0043372,0.0043372
288,3997.16,0.45711,0.76352,0.4985,0.9668,0.47601,0.3931,0.40193,0.34281,0.47631,0.39484,0.40349,0.3246,0.64985,1.56146,1.65406,1.21367,0.0043174,0.0043174,0.0043174
289,4072.03,0.4497,0.7493,0.48591,0.96276,0.47591,0.3933,0.40161,0.3427,0.47631,0.39504,0.40324,0.32452,0.64975,1.56249,1.65425,1.21375,0.0042976,0.0042976,0.0042976
290,4145.27,0.45529,0.7573,0.48189,0.97073,0.47677,0.39296,0.40176,0.34294,0.47722,0.39469,0.40338,0.32466,0.64956,1.56235,1.65525,1.21361,0.0042778,0.0042778,0.0042778
291,4218.9,0.45275,0.75649,0.49539,0.96847,0.47558,0.39336,0.40158,0.34288,0.47572,0.3953,0.40326,0.32459,0.64962,1.56165,1.65555,1.21382,0.004258,0.004258,0.004258
292,4292.8,0.4481,0.74812,0.48575,0.96548,0.47439,0.39507,0.4017,0.34305,0.47407,0.39718,0.4032,0.32476,0.64958,1.56348,1.65594,1.21382,0.0042382,0.0042382,0.0042382
293,4366.65,0.45286,0.75953,0.48228,0.96476,0.47677,0.39356,0.40153,0.34298,0.47615,0.39549,0.4032,0.32486,0.6496,1.56336,1.65654,1.214,0.0042184,0.0042184,0.0042184
294,4441.6,0.44986,0.75827,0.48975,0.96292,0.47607,0.39428,0.40145,0.34288,0.47697,0.39543,0.40353,0.32467,0.64952,1.56414,1.65687,1.21403,0.0041986,0.0041986,0.0041986
295,4515.72,0.45046,0.74093,0.48147,0.96543,0.4779,0.39252,0.40163,0.3431,0.47872,0.39363,0.40351,0.32471,0.64956,1.56471,1.6577,1.21413,0.0041788,0.0041788,0.0041788
296,4590.73,0.44943,0.75622,0.4667,0.96255,0.48119,0.39082,0.40142,0.3428,0.48168,0.39212,0.40355,0.32465,0.64984,1.5656,1.65767,1.21456,0.004159,0.004159,0.004159
297,4664.51,0.45917,0.75469,0.47368,0.96094,0.48069,0.39053,0.40155,0.34303,0.48109,0.39183,0.40363,0.32478,0.6497,1.56674,1.65809,1.21429,0.0041392,0.0041392,0.0041392
298,4738.56,0.45133,0.7697,0.4837,0.96109,0.47886,0.39207,0.40201,0.34338,0.48005,0.39296,0.40382,0.32498,0.64959,1.56675,1.65803,1.21429,0.0041194,0.0041194,0.0041194
299,4812.37,0.44464,0.72922,0.47121,0.96278,0.47628,0.39519,0.40205,0.34325,0.47514,0.39764,0.40389,0.32481,0.64925,1.56708,1.65857,1.21408,0.0040996,0.0040996,0.0040996
300,4887.83,0.44753,0.74798,0.48438,0.96387,0.47619,0.39539,0.40182,0.3431,0.4766,0.39659,0.40373,0.32474,0.64944,1.56783,1.65931,1.21447,0.0040798,0.0040798,0.0040798
301,4960.93,0.45151,0.75219,0.47144,0.95921,0.47715,0.39444,0.40179,0.34321,0.47743,0.39587,0.40383,0.32465,0.64946,1.56769,1.65965,1.21462,0.00406,0.00406,0.00406
302,5035.05,0.4474,0.73431,0.47461,0.95643,0.47931,0.39205,0.40178,0.34314,0.48033,0.39288,0.40384,0.32453,0.64953,1.56857,1.65964,1.21472,0.0040402,0.0040402,0.0040402
303,5109.87,0.45023,0.74401,0.47148,0.95591,0.48104,0.3923,0.40192,0.34308,0.48217,0.39327,0.40396,0.32473,0.64944,1.56883,1.65968,1.21474,0.0040204,0.0040204,0.0040204
304,5184.08,0.44371,0.74989,0.46824,0.96631,0.49248,0.39008,0.4014,0.34285,0.49378,0.39125,0.40362,0.32436,0.64947,1.56888,1.6611,1.21509,0.0040006,0.0040006,0.0040006
305,5257.88,0.44668,0.75365,0.47395,0.96052,0.49115,0.39128,0.40155,0.34292,0.49236,0.39237,0.40376,0.32449,0.64971,1.56966,1.66125,1.21566,0.0039808,0.0039808,0.0039808
306,5331.3,0.45011,0.75185,0.46957,0.96363,0.49462,0.38942,0.40171,0.34298,0.51403,0.38622,0.40399,0.32458,0.64956,1.57097,1.6616,1.21589,0.003961,0.003961,0.003961
307,5405.5,0.44473,0.73287,0.46353,0.96479,0.48493,0.3971,0.40197,0.34314,0.49775,0.38948,0.40418,0.32484,0.64972,1.56991,1.66226,1.21608,0.0039412,0.0039412,0.0039412
308,5478.97,0.44775,0.74502,0.47257,0.96392,0.48511,0.39755,0.40206,0.34299,0.49787,0.3891,0.4043,0.32498,0.64952,1.57177,1.6623,1.21594,0.0039214,0.0039214,0.0039214
309,5552.89,0.43954,0.72207,0.45738,0.95285,0.52357,0.38001,0.40205,0.34309,0.52423,0.38121,0.40423,0.32515,0.64939,1.57194,1.66284,1.21588,0.0039016,0.0039016,0.0039016
310,5627.87,0.44268,0.73251,0.46006,0.95809,0.50328,0.38496,0.40222,0.34341,0.52499,0.38156,0.40445,0.32535,0.64955,1.57253,1.66326,1.21624,0.0038818,0.0038818,0.0038818
311,5701.75,0.44267,0.73789,0.46261,0.96138,0.48796,0.39777,0.40198,0.34319,0.51609,0.38555,0.40424,0.32549,0.64959,1.57314,1.66415,1.21651,0.003862,0.003862,0.003862
312,5774.87,0.44685,0.7378,0.46982,0.96353,0.48785,0.39813,0.40176,0.34319,0.514,0.38594,0.40406,0.32544,0.64956,1.57435,1.66496,1.21676,0.0038422,0.0038422,0.0038422
313,5849.09,0.44465,0.73871,0.46634,0.95957,0.48459,0.40048,0.40166,0.34319,0.50534,0.38565,0.40401,0.32539,0.64967,1.57405,1.66536,1.21684,0.0038224,0.0038224,0.0038224
314,5922.98,0.44794,0.74604,0.46015,0.95876,0.48395,0.40074,0.40178,0.34327,0.48907,0.39852,0.40412,0.32547,0.64952,1.57358,1.66492,1.2168,0.0038026,0.0038026,0.0038026
315,5996.24,0.43438,0.71956,0.46118,0.95152,0.48817,0.39889,0.40166,0.34328,0.49443,0.39401,0.40386,0.32537,0.64941,1.5736,1.66549,1.21697,0.0037828,0.0037828,0.0037828
316,6070.72,0.44693,0.73778,0.46786,0.95408,0.48246,0.40014,0.40148,0.343,0.52166,0.38234,0.40366,0.32527,0.64897,1.57414,1.66575,1.21661,0.003763,0.003763,0.003763
317,6145.75,0.43468,0.72072,0.45288,0.96052,0.52077,0.38306,0.40166,0.34301,0.52118,0.38358,0.40379,0.32521,0.64901,1.57497,1.66604,1.21682,0.0037432,0.0037432,0.0037432
318,6218.98,0.44227,0.72347,0.44618,0.95121,0.51987,0.383,0.40166,0.34299,0.52031,0.38352,0.40381,0.32519,0.64857,1.57399,1.66737,1.21632,0.0037234,0.0037234,0.0037234
319,6292.87,0.44227,0.72379,0.45615,0.95537,0.51947,0.38282,0.40152,0.34291,0.51991,0.38326,0.40367,0.32514,0.6488,1.5752,1.66808,1.21679,0.0037036,0.0037036,0.0037036
320,6366.86,0.43358,0.71567,0.45095,0.95199,0.51668,0.3836,0.40139,0.34278,0.51713,0.38402,0.40377,0.32496,0.64889,1.57582,1.6689,1.21716,0.0036838,0.0036838,0.0036838
321,6440.71,0.44342,0.73067,0.45689,0.96125,0.51702,0.38486,0.40181,0.34298,0.51747,0.38527,0.40404,0.32518,0.64884,1.57622,1.6687,1.2172,0.003664,0.003664,0.003664
322,6514.31,0.43525,0.72309,0.45061,0.95353,0.5173,0.38403,0.40176,0.34322,0.51777,0.38448,0.40414,0.32541,0.64892,1.57656,1.66968,1.21734,0.0036442,0.0036442,0.0036442
323,6588.07,0.44668,0.74379,0.46546,0.95528,0.5152,0.38569,0.40162,0.343,0.51568,0.38618,0.40395,0.32509,0.64878,1.57653,1.66957,1.21721,0.0036244,0.0036244,0.0036244
324,6663.52,0.44302,0.73672,0.44891,0.95842,0.51289,0.38748,0.40198,0.34328,0.5136,0.38775,0.40419,0.32534,0.64896,1.57684,1.6697,1.21747,0.0036046,0.0036046,0.0036046
325,6737.49,0.43951,0.72687,0.45668,0.95336,0.51091,0.38784,0.40217,0.3434,0.51133,0.38832,0.40429,0.3256,0.64917,1.57647,1.66943,1.21775,0.0035848,0.0035848,0.0035848
326,6811.02,0.44023,0.72459,0.449,0.94877,0.50871,0.38816,0.40235,0.34368,0.50915,0.38866,0.40462,0.32568,0.64908,1.57624,1.66876,1.21769,0.003565,0.003565,0.003565
327,6884.9,0.43201,0.71957,0.44691,0.95597,0.50967,0.38773,0.4024,0.34363,0.51014,0.38823,0.40453,0.32574,0.6492,1.57659,1.66979,1.21786,0.0035452,0.0035452,0.0035452
328,6958.94,0.43208,0.71348,0.44362,0.95701,0.51193,0.38754,0.40237,0.34369,0.51242,0.38802,0.40449,0.32575,0.6493,1.5772,1.66946,1.21809,0.0035254,0.0035254,0.0035254
329,7032.85,0.43672,0.72859,0.44645,0.95965,0.50779,0.38859,0.40252,0.34367,0.5065,0.39037,0.40454,0.32573,0.6492,1.57756,1.66953,1.21809,0.0035056,0.0035056,0.0035056
330,7106.81,0.43569,0.71372,0.44736,0.95845,0.50687,0.3896,0.4023,0.34357,0.5068,0.39049,0.40445,0.32578,0.64922,1.57777,1.67051,1.21841,0.0034858,0.0034858,0.0034858
331,7182.6,0.43242,0.72106,0.4398,0.95187,0.5128,0.38712,0.40257,0.34379,0.51306,0.38774,0.4044,0.32544,0.64911,1.57805,1.67081,1.2183,0.003466,0.003466,0.003466
332,7256.34,0.43607,0.71451,0.45271,0.95466,0.51045,0.38919,0.40263,0.34402,0.51099,0.38967,0.40453,0.32586,0.6494,1.57884,1.67148,1.21878,0.0034462,0.0034462,0.0034462
333,7330.08,0.42871,0.72298,0.4313,0.95155,0.50979,0.39022,0.40253,0.34398,0.51034,0.3907,0.40439,0.32583,0.64932,1.57846,1.67143,1.21894,0.0034264,0.0034264,0.0034264
334,7403.57,0.4314,0.72108,0.44385,0.94908,0.51048,0.39005,0.40252,0.34392,0.51083,0.39071,0.40433,0.32571,0.64932,1.57888,1.67182,1.21893,0.0034066,0.0034066,0.0034066
335,7477.26,0.43152,0.71535,0.43886,0.95319,0.51165,0.38978,0.40288,0.34431,0.51208,0.39072,0.40456,0.32594,0.64933,1.58036,1.67221,1.21937,0.0033868,0.0033868,0.0033868
336,7550.9,0.43247,0.72015,0.43428,0.94791,0.51265,0.38981,0.40292,0.34464,0.51312,0.39058,0.40485,0.32639,0.64947,1.57996,1.67255,1.21958,0.003367,0.003367,0.003367
337,7624.37,0.43399,0.72077,0.43879,0.95596,0.52374,0.38836,0.40292,0.34432,0.52431,0.38905,0.40483,0.326,0.64956,1.58093,1.67335,1.21978,0.0033472,0.0033472,0.0033472
338,7699.78,0.43153,0.71427,0.43761,0.95325,0.51259,0.39018,0.40284,0.34441,0.51283,0.39082,0.40468,0.32603,0.64935,1.58052,1.67424,1.21954,0.0033274,0.0033274,0.0033274
339,7773.91,0.43014,0.71513,0.42997,0.94437,0.52109,0.38969,0.40281,0.34417,0.51164,0.39028,0.40468,0.32593,0.64916,1.58188,1.67503,1.21942,0.0033076,0.0033076,0.0033076
340,7848.3,0.42791,0.71204,0.43151,0.95076,0.52116,0.38961,0.40309,0.34449,0.52175,0.39007,0.40497,0.32606,0.64932,1.58147,1.67528,1.21982,0.0032878,0.0032878,0.0032878
341,7921.48,0.43073,0.72624,0.43806,0.94893,0.52006,0.39013,0.40278,0.34409,0.52147,0.39033,0.40469,0.32579,0.64978,1.58082,1.67608,1.22031,0.003268,0.003268,0.003268
342,7995.17,0.42462,0.70044,0.42625,0.94709,0.5189,0.39024,0.40275,0.34421,0.51954,0.39077,0.40483,0.32597,0.64933,1.5823,1.67663,1.22006,0.0032482,0.0032482,0.0032482
343,8068.68,0.42602,0.69891,0.42273,0.94657,0.51821,0.39051,0.40266,0.34415,0.51972,0.39023,0.40442,0.32578,0.64942,1.58402,1.677,1.22011,0.0032284,0.0032284,0.0032284
344,8142.2,0.42211,0.6996,0.4236,0.94558,0.5177,0.39066,0.40265,0.34418,0.51871,0.39056,0.40461,0.32586,0.6494,1.58471,1.678,1.21991,0.0032086,0.0032086,0.0032086
345,8217.29,0.42827,0.70005,0.42258,0.94543,0.52974,0.3853,0.40278,0.34423,0.53029,0.38577,0.40465,0.32599,0.64945,1.58398,1.67856,1.21989,0.0031888,0.0031888,0.0031888
346,8291.7,0.43331,0.71814,0.4286,0.94958,0.52779,0.38517,0.40258,0.34412,0.52832,0.38561,0.40443,0.32596,0.64928,1.58482,1.67835,1.21969,0.003169,0.003169,0.003169
347,8364.85,0.42547,0.70538,0.41723,0.9466,0.52497,0.38371,0.40291,0.34433,0.52541,0.38407,0.40451,0.32619,0.64905,1.58465,1.67864,1.21953,0.0031492,0.0031492,0.0031492
348,8438.43,0.42857,0.7022,0.41995,0.94067,0.5382,0.38035,0.40334,0.34457,0.5386,0.38072,0.40447,0.32629,0.64889,1.58557,1.67975,1.2195,0.0031294,0.0031294,0.0031294
349,8511.65,0.43661,0.72386,0.42961,0.94947,0.53743,0.38024,0.4033,0.34465,0.54061,0.37966,0.40469,0.32635,0.64855,1.58589,1.68135,1.21913,0.0031096,0.0031096,0.0031096
350,8585.23,0.42109,0.70086,0.41172,0.94193,0.53936,0.3797,0.40384,0.34519,0.54087,0.3797,0.40499,0.32684,0.64882,1.58656,1.68277,1.21967,0.0030898,0.0030898,0.0030898
351,8658.78,0.42661,0.70968,0.42316,0.9472,0.53872,0.37912,0.40344,0.34483,0.54083,0.379,0.40482,0.32651,0.64845,1.58678,1.68403,1.21899,0.00307,0.00307,0.00307
352,8733.69,0.43205,0.70559,0.44215,0.95843,0.53775,0.37937,0.40334,0.34479,0.53956,0.37934,0.40482,0.32648,0.64845,1.58547,1.68344,1.21909,0.0030502,0.0030502,0.0030502
353,8808.34,0.42782,0.70698,0.42767,0.94749,0.53789,0.37911,0.40332,0.34488,0.53958,0.37906,0.40479,0.32644,0.64837,1.58612,1.68435,1.21919,0.0030304,0.0030304,0.0030304
354,8881.87,0.42622,0.7019,0.42298,0.94388,0.53872,0.3782,0.40367,0.3452,0.54118,0.37798,0.40504,0.3267,0.64882,1.58652,1.68498,1.21968,0.0030106,0.0030106,0.0030106
355,8955.33,0.42414,0.70473,0.4291,0.94641,0.54418,0.37414,0.40318,0.34473,0.54613,0.37419,0.40459,0.3265,0.6487,1.58639,1.68568,1.21943,0.0029908,0.0029908,0.0029908
356,9028.57,0.4254,0.7083,0.41799,0.94376,0.54587,0.37335,0.40319,0.34476,0.54681,0.37386,0.4046,0.32663,0.6492,1.58727,1.6859,1.2202,0.002971,0.002971,0.002971
357,9101.96,0.41872,0.68788,0.42514,0.94682,0.54709,0.37321,0.40344,0.34502,0.54689,0.37417,0.40484,0.32686,0.64924,1.58835,1.68753,1.22022,0.0029512,0.0029512,0.0029512
358,9175.56,0.41711,0.68672,0.419,0.94243,0.54816,0.37175,0.40326,0.34478,0.54514,0.37373,0.40463,0.32659,0.64936,1.58849,1.68827,1.22039,0.0029314,0.0029314,0.0029314
359,9250.3,0.42094,0.69534,0.41308,0.94387,0.51537,0.38963,0.40342,0.34492,0.54259,0.37459,0.40481,0.32667,0.64946,1.5891,1.68864,1.22049,0.0029116,0.0029116,0.0029116
360,9324.13,0.42643,0.69972,0.41993,0.94525,0.54835,0.37156,0.40366,0.34514,0.54504,0.37349,0.40489,0.32696,0.64943,1.58913,1.68951,1.22036,0.0028918,0.0028918,0.0028918
361,9398.14,0.42572,0.69994,0.42393,0.949,0.51575,0.38921,0.40348,0.3451,0.53681,0.37625,0.40447,0.32676,0.64977,1.58889,1.68927,1.22113,0.002872,0.002872,0.002872
362,9471.73,0.41555,0.68169,0.40896,0.94708,0.51713,0.38837,0.40481,0.34514,0.53465,0.37694,0.40433,0.32666,0.6501,1.5895,1.68987,1.2215,0.0028522,0.0028522,0.0028522
363,9545.02,0.42371,0.70578,0.4117,0.9473,0.51995,0.38755,0.40497,0.3454,0.52989,0.38044,0.40448,0.32694,0.65029,1.59063,1.69101,1.22201,0.0028324,0.0028324,0.0028324
364,9618.88,0.42221,0.70127,0.41651,0.94792,0.52592,0.38341,0.40493,0.34547,0.5284,0.38184,0.40452,0.32694,0.65045,1.59122,1.69157,1.22242,0.0028126,0.0028126,0.0028126
365,9691.95,0.42665,0.70052,0.4117,0.94567,0.52599,0.38402,0.40507,0.34564,0.52869,0.38149,0.40457,0.32714,0.65056,1.59108,1.69259,1.22247,0.0027928,0.0027928,0.0027928
366,9766.98,0.4223,0.69209,0.40914,0.94109,0.52034,0.38625,0.4049,0.34535,0.544,0.37191,0.40442,0.32703,0.65062,1.59237,1.69355,1.22261,0.002773,0.002773,0.002773
367,9840.61,0.42519,0.6989,0.41009,0.94903,0.52412,0.38297,0.4047,0.34516,0.54085,0.37319,0.40415,0.32684,0.65044,1.59244,1.69407,1.22256,0.0027532,0.0027532,0.0027532
368,9915.43,0.42277,0.69479,0.41898,0.94961,0.52265,0.38425,0.40441,0.34495,0.53311,0.37749,0.40359,0.32652,0.65067,1.59295,1.69445,1.2231,0.0027334,0.0027334,0.0027334
369,9988.89,0.41625,0.69089,0.40587,0.93977,0.52131,0.38594,0.40464,0.34534,0.52583,0.38445,0.40377,0.32666,0.65094,1.594,1.69433,1.22375,0.0027136,0.0027136,0.0027136
370,10062.8,0.42433,0.7016,0.41418,0.94472,0.52167,0.38626,0.40472,0.34531,0.52682,0.38382,0.40366,0.32679,0.65068,1.59374,1.69478,1.22359,0.0026938,0.0026938,0.0026938
371,10136.2,0.42503,0.70732,0.41591,0.94627,0.52299,0.38424,0.40448,0.34495,0.52741,0.38307,0.40348,0.32659,0.65064,1.5933,1.69562,1.22377,0.002674,0.002674,0.002674
372,10209.5,0.41894,0.69982,0.40439,0.9443,0.51994,0.38424,0.4046,0.34499,0.54078,0.37362,0.40347,0.3266,0.65076,1.59432,1.69569,1.22421,0.0026542,0.0026542,0.0026542
373,10284.5,0.41853,0.68677,0.40513,0.94388,0.53864,0.37462,0.40374,0.34434,0.54894,0.37484,0.40288,0.32593,0.65075,1.59379,1.69542,1.22445,0.0026344,0.0026344,0.0026344
374,10357.7,0.42267,0.6932,0.40927,0.94215,0.54813,0.37443,0.40379,0.34441,0.54832,0.37472,0.40285,0.32599,0.65098,1.59461,1.69566,1.225,0.0026146,0.0026146,0.0026146
375,10431.1,0.41807,0.68321,0.40212,0.93938,0.52406,0.38369,0.40394,0.34463,0.5482,0.3758,0.40294,0.32622,0.65131,1.5946,1.69667,1.22565,0.0025948,0.0025948,0.0025948
376,10506,0.42323,0.69839,0.41537,0.94061,0.52492,0.38292,0.40436,0.34496,0.54949,0.37521,0.40336,0.32665,0.65101,1.59547,1.69742,1.22539,0.002575,0.002575,0.002575
377,10579.9,0.41376,0.69432,0.4049,0.93796,0.55006,0.37389,0.40434,0.34488,0.55026,0.3742,0.40333,0.3265,0.6511,1.59568,1.69859,1.22556,0.0025552,0.0025552,0.0025552
378,10653.6,0.41855,0.69715,0.40169,0.93682,0.55091,0.37385,0.40491,0.34513,0.55109,0.37413,0.40331,0.32649,0.651,1.59512,1.69928,1.22528,0.0025354,0.0025354,0.0025354
379,10727,0.41703,0.68645,0.40447,0.93303,0.55368,0.37512,0.40505,0.34517,0.55688,0.37412,0.4036,0.32659,0.65129,1.59661,1.70047,1.22535,0.0025156,0.0025156,0.0025156
380,10801.8,0.40742,0.67457,0.38817,0.93314,0.55414,0.37454,0.40501,0.34516,0.55986,0.37307,0.40348,0.3265,0.65108,1.59846,1.70089,1.22488,0.0024958,0.0024958,0.0024958
381,10875.6,0.41856,0.69922,0.40218,0.93858,0.55039,0.37577,0.40519,0.34531,0.55356,0.37496,0.40364,0.32671,0.65106,1.59875,1.70184,1.22499,0.002476,0.002476,0.002476
382,10949,0.41027,0.68008,0.39265,0.93894,0.55104,0.37556,0.40533,0.345,0.55275,0.37541,0.40346,0.32672,0.65107,1.5988,1.70231,1.22494,0.0024562,0.0024562,0.0024562
383,11024.3,0.41567,0.69006,0.39992,0.9439,0.55223,0.37521,0.40503,0.34514,0.55351,0.3751,0.40334,0.32685,0.65103,1.5995,1.70303,1.22501,0.0024364,0.0024364,0.0024364
384,11097.8,0.41638,0.68107,0.39574,0.93652,0.55339,0.37482,0.40527,0.34541,0.55564,0.37442,0.40355,0.32711,0.651,1.59984,1.70313,1.22517,0.0024166,0.0024166,0.0024166
385,11171.3,0.40465,0.67241,0.39663,0.93795,0.55471,0.37463,0.40512,0.34515,0.55477,0.37493,0.40337,0.32701,0.65145,1.59978,1.70419,1.2263,0.0023968,0.0023968,0.0023968
386,11245.1,0.40496,0.66682,0.38088,0.93579,0.55386,0.3747,0.40337,0.34509,0.55374,0.37484,0.40343,0.32703,0.65173,1.60111,1.70566,1.22665,0.002377,0.002377,0.002377
387,11320.2,0.40964,0.67522,0.39614,0.93377,0.55362,0.37479,0.40351,0.34513,0.55356,0.37495,0.40353,0.32715,0.65161,1.60073,1.7063,1.22657,0.0023572,0.0023572,0.0023572
388,11393.4,0.40575,0.67666,0.38658,0.92789,0.55345,0.37463,0.40366,0.34552,0.55833,0.37277,0.40375,0.32737,0.65141,1.60163,1.70659,1.22647,0.0023374,0.0023374,0.0023374
389,11467.2,0.40941,0.68036,0.39101,0.93534,0.55868,0.37284,0.40367,0.34532,0.55898,0.3728,0.4039,0.32732,0.65131,1.60104,1.70767,1.22642,0.0023176,0.0023176,0.0023176
390,11542.5,0.40457,0.68317,0.39208,0.93421,0.56055,0.37286,0.40387,0.34546,0.56224,0.37228,0.40411,0.32752,0.65112,1.60096,1.70877,1.22628,0.0022978,0.0022978,0.0022978
391,11616.2,0.40448,0.67876,0.37819,0.92816,0.56239,0.37227,0.40382,0.34539,0.56264,0.37221,0.40404,0.32746,0.65128,1.60161,1.7093,1.22641,0.002278,0.002278,0.002278
392,11689.7,0.4039,0.65845,0.38164,0.93096,0.56473,0.37188,0.40385,0.34529,0.56466,0.37199,0.40378,0.32742,0.65131,1.60213,1.70989,1.22673,0.0022582,0.0022582,0.0022582
393,11763.4,0.41147,0.67963,0.38712,0.9321,0.56752,0.37149,0.40383,0.34544,0.56806,0.37154,0.40375,0.32745,0.65171,1.60383,1.71067,1.2273,0.0022384,0.0022384,0.0022384
394,11838.6,0.40569,0.66978,0.38627,0.93436,0.56831,0.37125,0.40387,0.34552,0.56869,0.37112,0.40384,0.32771,0.65169,1.60353,1.71131,1.22735,0.0022186,0.0022186,0.0022186
