epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
130,9696.23,0.52027,0.89309,0.72769,1.02392,0.50692,0.38587,0.39894,0.33809,0.50925,0.3876,0.40048,0.31926,0.65746,1.457,1.56057,1.18758,0.0074458,0.0074458,0.0074458
131,9769.77,0.52564,0.884,0.71065,1.02222,0.52794,0.38759,0.40091,0.33951,0.52892,0.3901,0.4032,0.32102,0.65699,1.45525,1.5611,1.18862,0.007426,0.007426,0.007426
132,9843.76,0.52765,0.89098,0.71372,1.02663,0.44706,0.42026,0.39521,0.33447,0.46355,0.41716,0.39671,0.31657,0.65335,1.46205,1.56385,1.18361,0.0074062,0.0074062,0.0074062
133,9917.54,0.51577,0.85994,0.69412,1.01528,0.53419,0.38329,0.39491,0.33439,0.53805,0.38276,0.39668,0.31608,0.65604,1.4682,1.56506,1.18691,0.0073864,0.0073864,0.0073864
134,9992.02,0.5239,0.89204,0.71682,1.02197,0.52833,0.38181,0.39689,0.3361,0.52636,0.38243,0.39762,0.31787,0.65212,1.46766,1.56135,1.18648,0.0073666,0.0073666,0.0073666
135,10065.5,0.52048,0.87817,0.71785,1.02696,0.48234,0.40219,0.39787,0.33632,0.48456,0.40191,0.39886,0.319,0.65085,1.47458,1.5656,1.18635,0.0073468,0.0073468,0.0073468
136,10139.1,0.52388,0.88792,0.71177,1.0217,0.509,0.38814,0.39894,0.33709,0.51089,0.38949,0.40058,0.31902,0.65256,1.48231,1.57043,1.19102,0.007327,0.007327,0.007327
137,10213,0.51225,0.87531,0.69971,1.01509,0.49279,0.39247,0.39992,0.33764,0.49387,0.39327,0.40206,0.31969,0.65287,1.48089,1.56546,1.18989,0.0073072,0.0073072,0.0073072
138,10286.4,0.51707,0.88676,0.69319,1.01775,0.52701,0.39005,0.4023,0.33858,0.52837,0.39069,0.40651,0.32243,0.65499,1.47823,1.56597,1.19266,0.0072874,0.0072874,0.0072874
139,10360.4,0.52311,0.8849,0.69631,1.02632,0.5371,0.38832,0.40265,0.34049,0.54395,0.38692,0.40582,0.32309,0.65312,1.46718,1.5625,1.19099,0.0072676,0.0072676,0.0072676
140,10434.2,0.52543,0.88134,0.7122,1.03268,0.54656,0.38035,0.40238,0.34,0.54858,0.38242,0.40513,0.3218,0.64865,1.4575,1.56515,1.18768,0.0072478,0.0072478,0.0072478
141,10507.6,0.51455,0.87703,0.68231,1.01392,0.51951,0.39009,0.40461,0.34165,0.52247,0.39078,0.40636,0.32321,0.64759,1.45975,1.56482,1.18651,0.007228,0.007228,0.007228
142,10581.2,0.52409,0.88362,0.68184,1.02361,0.48116,0.40324,0.40309,0.34058,0.51688,0.3928,0.40471,0.32179,0.64865,1.46223,1.56421,1.18989,0.0072082,0.0072082,0.0072082
143,10655,0.51638,0.87224,0.68881,1.02266,0.56331,0.36582,0.40061,0.33835,0.57168,0.36462,0.40261,0.32049,0.64896,1.45856,1.57111,1.1877,0.0071884,0.0071884,0.0071884
144,10729,0.51539,0.88511,0.68198,1.0199,0.50395,0.39802,0.40058,0.33827,0.53927,0.37877,0.40105,0.32064,0.65049,1.46244,1.57251,1.18846,0.0071686,0.0071686,0.0071686
145,10802.3,0.51688,0.87114,0.68279,1.01979,0.5471,0.37823,0.40082,0.33953,0.54979,0.37984,0.40188,0.32167,0.65099,1.46839,1.57061,1.18959,0.0071488,0.0071488,0.0071488
146,10875.7,0.52346,0.8876,0.67952,1.01737,0.5576,0.37493,0.39987,0.33778,0.55978,0.37627,0.40048,0.32006,0.65093,1.47431,1.5778,1.1879,0.007129,0.007129,0.007129
147,10948.9,0.52028,0.87841,0.67562,1.01741,0.53941,0.3888,0.39912,0.33746,0.5431,0.38802,0.40024,0.32035,0.64789,1.46958,1.57707,1.18454,0.0071092,0.0071092,0.0071092
148,11022.2,0.50801,0.85656,0.66989,1.00953,0.53102,0.38765,0.39808,0.33592,0.53388,0.38527,0.39977,0.31939,0.64982,1.46746,1.57885,1.18684,0.0070894,0.0070894,0.0070894
149,11095.7,0.50866,0.86008,0.65908,1.01159,0.52806,0.3863,0.39786,0.33601,0.5326,0.38685,0.40016,0.31997,0.64872,1.47013,1.57878,1.18454,0.0070696,0.0070696,0.0070696
150,11168.9,0.51191,0.86663,0.67153,1.0095,0.53157,0.3821,0.39858,0.33745,0.53996,0.38218,0.40149,0.3203,0.64774,1.46896,1.58366,1.18326,0.0070498,0.0070498,0.0070498
151,11242.7,0.51092,0.8713,0.67479,1.0161,0.55299,0.37709,0.39912,0.33853,0.55512,0.37966,0.40173,0.3199,0.6487,1.47599,1.58374,1.1874,0.00703,0.00703,0.00703
152,11316.2,0.51892,0.87886,0.6729,1.01894,0.54313,0.37852,0.40006,0.33883,0.54893,0.37859,0.40295,0.3213,0.64939,1.47968,1.58348,1.18893,0.0070102,0.0070102,0.0070102
153,11390.4,0.51717,0.87336,0.67098,1.01547,0.47094,0.41097,0.40088,0.34014,0.47269,0.4143,0.40372,0.32137,0.65331,1.47956,1.58238,1.19239,0.0069904,0.0069904,0.0069904
154,11463.7,0.5128,0.87536,0.6645,1.01205,0.53332,0.38707,0.40163,0.34028,0.53644,0.38877,0.40463,0.32142,0.65431,1.48126,1.58218,1.19391,0.0069706,0.0069706,0.0069706
155,11537.5,0.51491,0.8842,0.65795,1.01227,0.50367,0.40301,0.4013,0.34043,0.50471,0.40402,0.40328,0.32159,0.6534,1.48341,1.58291,1.19281,0.0069508,0.0069508,0.0069508
156,11610.9,0.50306,0.84032,0.64284,1.00972,0.49172,0.39539,0.40266,0.34084,0.49581,0.39576,0.40328,0.32243,0.65174,1.48051,1.58236,1.19195,0.006931,0.006931,0.006931
157,11684.8,0.50307,0.85336,0.65139,1.01262,0.49879,0.38851,0.40011,0.33807,0.50153,0.38993,0.4003,0.31972,0.65314,1.48035,1.58527,1.19352,0.0069112,0.0069112,0.0069112
158,11759.5,0.497,0.82696,0.6437,0.99655,0.49124,0.39782,0.39847,0.33702,0.4924,0.3988,0.39912,0.31868,0.65236,1.47895,1.58788,1.19133,0.0068914,0.0068914,0.0068914
159,11834,0.50561,0.85765,0.65251,1.00551,0.4674,0.40708,0.39817,0.33629,0.46841,0.40745,0.39864,0.31797,0.65289,1.47999,1.5921,1.19105,0.0068716,0.0068716,0.0068716
160,11907.8,0.51178,0.859,0.65085,1.01205,0.49481,0.39716,0.39807,0.3368,0.49706,0.39891,0.39943,0.31888,0.65169,1.47794,1.59123,1.19054,0.0068518,0.0068518,0.0068518
161,11981.7,0.50208,0.84054,0.64923,1.01219,0.50622,0.39496,0.40027,0.33867,0.50769,0.39588,0.40206,0.31976,0.65172,1.47657,1.59075,1.19071,0.006832,0.006832,0.006832
162,12055.6,0.50351,0.84941,0.63728,1.00624,0.50545,0.39584,0.39898,0.33757,0.50918,0.39449,0.40034,0.3188,0.65188,1.48113,1.59402,1.19043,0.0068122,0.0068122,0.0068122
163,12129,0.50617,0.86401,0.64279,1.01084,0.50327,0.38638,0.39986,0.33908,0.52906,0.38448,0.40064,0.32032,0.65049,1.48168,1.59555,1.19063,0.0067924,0.0067924,0.0067924
164,12202.7,0.51045,0.87185,0.64509,1.01404,0.51884,0.3882,0.40042,0.34024,0.5555,0.38112,0.40273,0.32071,0.65025,1.48403,1.59168,1.19244,0.0067726,0.0067726,0.0067726
165,12276.6,0.5113,0.85168,0.64784,1.01659,0.47978,0.41249,0.40169,0.34046,0.48135,0.41332,0.40332,0.32129,0.65066,1.48265,1.59121,1.19216,0.0067528,0.0067528,0.0067528
166,12350.7,0.50256,0.84318,0.63374,1.00774,0.48497,0.4081,0.40234,0.34155,0.4863,0.40826,0.40386,0.323,0.64939,1.4816,1.59017,1.19063,0.006733,0.006733,0.006733
167,12424.3,0.50329,0.85358,0.63445,1.00591,0.49867,0.40176,0.40172,0.34132,0.50031,0.40233,0.40275,0.32237,0.64755,1.48254,1.58995,1.18833,0.0067132,0.0067132,0.0067132
168,12498.2,0.50033,0.84048,0.62376,1.0027,0.47922,0.4077,0.40039,0.33977,0.48364,0.40483,0.40151,0.3216,0.64741,1.483,1.59427,1.18824,0.0066934,0.0066934,0.0066934
169,12571.4,0.50441,0.84048,0.63742,1.00924,0.48262,0.40767,0.3995,0.33936,0.48178,0.40902,0.40088,0.32134,0.64706,1.4814,1.59489,1.18824,0.0066736,0.0066736,0.0066736
170,12645,0.51066,0.86728,0.63158,1.01627,0.50013,0.40025,0.3999,0.33913,0.50182,0.39912,0.40099,0.32103,0.64619,1.4818,1.59539,1.18885,0.0066538,0.0066538,0.0066538
171,12718.6,0.50362,0.85219,0.63488,1.00777,0.5001,0.39978,0.40056,0.33915,0.50447,0.39944,0.40267,0.32175,0.64778,1.48373,1.59701,1.19231,0.006634,0.006634,0.006634
172,12791.8,0.50869,0.86611,0.63061,1.00571,0.50118,0.40138,0.40012,0.33906,0.50285,0.40271,0.40328,0.32197,0.64853,1.48338,1.59867,1.19319,0.0066142,0.0066142,0.0066142
173,12865,0.49472,0.82421,0.63131,1.00512,0.49702,0.40587,0.40066,0.33929,0.50158,0.40513,0.40367,0.32225,0.64884,1.48676,1.59986,1.19408,0.0065944,0.0065944,0.0065944
174,12938.4,0.50435,0.84735,0.61338,1.00487,0.49987,0.40116,0.40056,0.33931,0.51627,0.39524,0.40392,0.32257,0.64869,1.48953,1.60017,1.19428,0.0065746,0.0065746,0.0065746
175,13012.4,0.50119,0.83961,0.62226,1.00703,0.49981,0.39518,0.40074,0.33876,0.51508,0.39363,0.40234,0.32176,0.64831,1.4902,1.60127,1.19467,0.0065548,0.0065548,0.0065548
176,13086,0.49185,0.81236,0.61432,0.99733,0.50061,0.39756,0.40111,0.33873,0.50137,0.39802,0.40218,0.32186,0.64825,1.49543,1.59995,1.1951,0.006535,0.006535,0.006535
177,13159.6,0.49521,0.83742,0.61942,0.99613,0.47748,0.40403,0.39983,0.33755,0.4791,0.404,0.40142,0.32044,0.64862,1.49956,1.60025,1.19673,0.0065152,0.0065152,0.0065152
178,13233.5,0.51186,0.86184,0.63823,1.01717,0.50255,0.39299,0.39873,0.33671,0.50252,0.39413,0.40056,0.31979,0.64941,1.50137,1.60139,1.19793,0.0064954,0.0064954,0.0064954
179,13306.9,0.50157,0.84926,0.62002,1.01105,0.52325,0.38928,0.39926,0.33736,0.52341,0.39065,0.40122,0.32037,0.649,1.50201,1.60006,1.19834,0.0064756,0.0064756,0.0064756
180,13380.5,0.48958,0.80633,0.60242,0.99358,0.53456,0.38723,0.40076,0.3385,0.52436,0.39234,0.40478,0.32177,0.64877,1.50668,1.59989,1.19815,0.0064558,0.0064558,0.0064558
181,13453.8,0.4951,0.8322,0.61316,1.00449,0.51948,0.39029,0.40101,0.33916,0.52346,0.39227,0.40469,0.32141,0.64872,1.50979,1.60195,1.19858,0.006436,0.006436,0.006436
182,13527.9,0.49631,0.82359,0.61458,1.00156,0.50862,0.39742,0.3995,0.33805,0.51227,0.39928,0.40359,0.32017,0.64986,1.51162,1.59997,1.20014,0.0064162,0.0064162,0.0064162
183,13601.5,0.4934,0.8266,0.60382,0.99681,0.49921,0.39811,0.40083,0.33874,0.51882,0.39446,0.4043,0.32113,0.65125,1.51323,1.60053,1.20193,0.0063964,0.0063964,0.0063964
184,13675.4,0.49488,0.83651,0.59018,0.99656,0.52302,0.38515,0.4005,0.33885,0.5288,0.38565,0.40374,0.32118,0.65134,1.51659,1.6015,1.20216,0.0063766,0.0063766,0.0063766
185,13749.5,0.50286,0.83697,0.60631,0.99808,0.51503,0.3927,0.4,0.33819,0.5176,0.39121,0.40145,0.32044,0.65154,1.51798,1.60177,1.20168,0.0063568,0.0063568,0.0063568
186,13823.2,0.50125,0.84101,0.60273,1.00435,0.53692,0.38412,0.39972,0.33829,0.52686,0.38578,0.4012,0.32064,0.65191,1.51826,1.60288,1.20258,0.006337,0.006337,0.006337
187,13897,0.50147,0.84287,0.62224,1.00783,0.46542,0.40482,0.39889,0.33785,0.46752,0.40509,0.40058,0.31972,0.65167,1.5185,1.60397,1.20251,0.0063172,0.0063172,0.0063172
188,13970.5,0.49211,0.83736,0.60358,1.00487,0.47398,0.39887,0.3986,0.33671,0.50426,0.39143,0.40024,0.31939,0.65215,1.51836,1.60504,1.20396,0.0062974,0.0062974,0.0062974
189,14043.9,0.49479,0.82747,0.59459,0.99913,0.56123,0.38316,0.39938,0.33788,0.56109,0.3842,0.40074,0.3198,0.6519,1.52008,1.6071,1.20412,0.0062776,0.0062776,0.0062776
190,14117.4,0.49067,0.81823,0.5889,0.99442,0.51063,0.39397,0.40081,0.33862,0.51136,0.39427,0.40205,0.32057,0.65243,1.52,1.6087,1.20415,0.0062578,0.0062578,0.0062578
191,14190.7,0.49491,0.83832,0.60451,0.99834,0.50299,0.39466,0.40055,0.33827,0.50425,0.39536,0.40132,0.32028,0.65245,1.522,1.6109,1.20433,0.006238,0.006238,0.006238
192,14264.4,0.48026,0.81314,0.58385,0.99117,0.4926,0.39526,0.40185,0.33882,0.49354,0.39677,0.40192,0.32063,0.65284,1.52305,1.61314,1.20468,0.0062182,0.0062182,0.0062182
193,14337.5,0.49474,0.82172,0.58507,0.99524,0.53315,0.38689,0.40155,0.33889,0.52139,0.39041,0.40186,0.32063,0.65251,1.52324,1.61515,1.20389,0.0061984,0.0061984,0.0061984
194,14411.6,0.49079,0.81338,0.58382,0.99612,0.49016,0.39526,0.40197,0.33883,0.48146,0.39667,0.40158,0.32043,0.65208,1.52529,1.61464,1.20363,0.0061786,0.0061786,0.0061786
195,14484.9,0.4971,0.8217,0.5924,0.99975,0.53578,0.38448,0.40191,0.33884,0.47194,0.40058,0.40171,0.32061,0.65248,1.52602,1.61482,1.20471,0.0061588,0.0061588,0.0061588
196,14558.5,0.4903,0.8153,0.58552,0.99093,0.5226,0.38474,0.40113,0.33881,0.52382,0.38582,0.40152,0.32052,0.6519,1.52671,1.6166,1.20415,0.006139,0.006139,0.006139
197,14632,0.48716,0.81072,0.57405,0.99894,0.52836,0.3816,0.40114,0.33883,0.52583,0.38435,0.40118,0.3208,0.65171,1.52469,1.61741,1.20431,0.0061192,0.0061192,0.0061192
198,14705.6,0.48441,0.82077,0.58239,0.99395,0.50692,0.38657,0.40022,0.33851,0.50132,0.39313,0.40085,0.3205,0.65147,1.52684,1.61839,1.20385,0.0060994,0.0060994,0.0060994
199,14779.3,0.49588,0.82625,0.58083,0.99723,0.51223,0.3822,0.40129,0.33899,0.50976,0.38608,0.40183,0.32102,0.65084,1.52719,1.61864,1.2038,0.0060796,0.0060796,0.0060796
200,14852.2,0.49074,0.81726,0.56645,0.99281,0.50875,0.38582,0.40207,0.33982,0.51027,0.38707,0.4022,0.32145,0.65106,1.52889,1.61943,1.20391,0.0060598,0.0060598,0.0060598
201,14925.6,0.48691,0.82416,0.57693,0.99111,0.51166,0.38517,0.40217,0.33998,0.47944,0.39234,0.40191,0.32132,0.65147,1.53154,1.6188,1.20464,0.00604,0.00604,0.00604
202,14998.9,0.48715,0.81297,0.56428,0.98985,0.48008,0.38929,0.40213,0.33978,0.48037,0.39126,0.40178,0.32122,0.65175,1.53165,1.61949,1.20565,0.0060202,0.0060202,0.0060202
203,15072.2,0.48305,0.81067,0.56824,0.99279,0.48515,0.38627,0.40223,0.33992,0.48033,0.39154,0.40196,0.32134,0.65186,1.53106,1.62088,1.20613,0.0060004,0.0060004,0.0060004
204,15146,0.4892,0.8253,0.5812,0.99582,0.49186,0.38377,0.4018,0.3398,0.48995,0.38654,0.40171,0.32118,0.65267,1.52967,1.62236,1.20738,0.0059806,0.0059806,0.0059806
205,15219.6,0.48718,0.81634,0.57405,0.99359,0.48866,0.38373,0.40175,0.34012,0.48462,0.38777,0.40201,0.32175,0.65232,1.52864,1.62352,1.20715,0.0059608,0.0059608,0.0059608
206,15293.2,0.48389,0.81561,0.57047,0.98943,0.48427,0.38578,0.40172,0.34035,0.48533,0.38736,0.40205,0.32201,0.65238,1.53021,1.62411,1.20748,0.005941,0.005941,0.005941
207,15366.5,0.47769,0.81045,0.55434,0.98167,0.49856,0.38535,0.40185,0.34048,0.49825,0.38833,0.40202,0.32207,0.65241,1.52934,1.62655,1.20736,0.0059212,0.0059212,0.0059212
208,15440.1,0.48271,0.79902,0.56064,0.99023,0.4996,0.38658,0.40196,0.34021,0.49867,0.38892,0.40217,0.32225,0.65262,1.53088,1.62735,1.20747,0.0059014,0.0059014,0.0059014
209,15513.8,0.47862,0.79738,0.57346,0.98883,0.5001,0.38614,0.40207,0.34067,0.50045,0.38779,0.40209,0.3225,0.65245,1.52917,1.62716,1.20757,0.0058816,0.0058816,0.0058816
210,15586.7,0.48441,0.80465,0.56371,0.98743,0.50069,0.38589,0.40229,0.34075,0.49897,0.38894,0.40223,0.32253,0.65208,1.52786,1.62684,1.20722,0.0058618,0.0058618,0.0058618
211,15660.8,0.47507,0.78164,0.55105,0.98011,0.49959,0.38683,0.40227,0.34112,0.49945,0.38794,0.40227,0.32276,0.65143,1.52743,1.62769,1.20716,0.005842,0.005842,0.005842
212,15734.2,0.47916,0.80474,0.55075,0.98341,0.5009,0.3858,0.40262,0.34156,0.50158,0.38588,0.40253,0.32298,0.65108,1.53,1.62808,1.20711,0.0058222,0.0058222,0.0058222
213,15807.5,0.48241,0.80362,0.56671,0.99054,0.50133,0.38609,0.40295,0.34198,0.51125,0.38475,0.40299,0.32323,0.65087,1.52915,1.62968,1.20729,0.0058024,0.0058024,0.0058024
214,15880.8,0.48115,0.79431,0.55294,0.98228,0.51201,0.38459,0.4028,0.34202,0.51245,0.38481,0.40275,0.32305,0.65104,1.53069,1.62997,1.20713,0.0057826,0.0057826,0.0057826
215,15954.3,0.49006,0.81742,0.56361,0.99059,0.49936,0.38724,0.40315,0.34239,0.49994,0.38765,0.40322,0.32348,0.65115,1.53052,1.63035,1.20715,0.0057628,0.0057628,0.0057628
216,16028.1,0.48271,0.8097,0.55919,0.98594,0.50695,0.38769,0.40355,0.34257,0.508,0.38824,0.40363,0.32372,0.65103,1.53057,1.63104,1.20707,0.005743,0.005743,0.005743
217,16102,0.48089,0.80002,0.55979,0.98787,0.50406,0.38892,0.40337,0.34241,0.50483,0.38964,0.40347,0.32346,0.6511,1.53116,1.63221,1.20712,0.0057232,0.0057232,0.0057232
218,16176.3,0.47892,0.7921,0.54124,0.98454,0.51034,0.38627,0.4038,0.34293,0.52637,0.38415,0.40403,0.32386,0.65149,1.53235,1.63321,1.20783,0.0057034,0.0057034,0.0057034
219,16250.2,0.47719,0.80206,0.55244,0.98724,0.5141,0.38411,0.40392,0.34277,0.52543,0.3834,0.40409,0.32392,0.65135,1.53298,1.6321,1.20794,0.0056836,0.0056836,0.0056836
220,76.8702,0.45193,0.74853,0.50301,0.96334,0.49756,0.38736,0.40386,0.34294,0.52505,0.38283,0.40419,0.32422,0.65144,1.53367,1.63427,1.20803,0.0056638,0.0056638,0.0056638
221,150.522,0.46516,0.77645,0.51498,0.97314,0.49521,0.38814,0.4041,0.34321,0.49865,0.38722,0.40439,0.32436,0.65155,1.53441,1.63496,1.20775,0.005644,0.005644,0.005644
222,223.902,0.46654,0.76914,0.52916,0.97577,0.49529,0.38771,0.40419,0.34337,0.53836,0.38175,0.40438,0.32435,0.65159,1.53434,1.63457,1.20748,0.0056242,0.0056242,0.0056242
223,297.387,0.47759,0.79464,0.54236,0.98665,0.50925,0.38556,0.40439,0.34363,0.55018,0.38115,0.40466,0.32465,0.65205,1.53463,1.63434,1.20809,0.0056044,0.0056044,0.0056044
224,371.627,0.47314,0.78073,0.54213,0.98134,0.52437,0.38174,0.40363,0.34297,0.54781,0.38063,0.40418,0.32391,0.65158,1.53593,1.63477,1.20711,0.0055846,0.0055846,0.0055846
225,446.452,0.47677,0.79124,0.54516,0.98428,0.51892,0.38474,0.40366,0.34305,0.51961,0.38534,0.40416,0.32419,0.65151,1.53736,1.63629,1.20697,0.0055648,0.0055648,0.0055648
226,521.136,0.47506,0.80373,0.53847,0.98052,0.52284,0.38202,0.40419,0.34326,0.52309,0.38265,0.40465,0.32457,0.6514,1.5364,1.63671,1.20658,0.005545,0.005545,0.005545
227,596.38,0.47325,0.78327,0.52963,0.98574,0.52559,0.38121,0.40422,0.34334,0.52573,0.38186,0.40445,0.32447,0.65117,1.53834,1.63902,1.20649,0.0055252,0.0055252,0.0055252
228,670.935,0.47856,0.80216,0.5408,0.98012,0.49629,0.39576,0.4041,0.34339,0.49936,0.39434,0.40482,0.32442,0.65116,1.53888,1.63786,1.20644,0.0055054,0.0055054,0.0055054
229,745.506,0.47438,0.79157,0.54666,0.98712,0.528,0.3813,0.40442,0.34366,0.52805,0.38191,0.4055,0.32484,0.65092,1.5402,1.63842,1.20627,0.0054856,0.0054856,0.0054856
230,819.663,0.46886,0.7753,0.54073,0.98151,0.51848,0.38689,0.40452,0.34372,0.51823,0.38764,0.40575,0.325,0.65027,1.54129,1.63924,1.20551,0.0054658,0.0054658,0.0054658
231,893.189,0.46801,0.78614,0.53569,0.97917,0.51709,0.38856,0.40437,0.34369,0.51191,0.39266,0.40563,0.32499,0.6504,1.54009,1.63852,1.20567,0.005446,0.005446,0.005446
232,967.87,0.47725,0.79322,0.53747,0.97989,0.50445,0.3909,0.40406,0.34353,0.483,0.39887,0.40554,0.32475,0.65038,1.53997,1.63923,1.20586,0.0054262,0.0054262,0.0054262
233,1041.69,0.47289,0.77975,0.53151,0.98197,0.5161,0.39057,0.40416,0.34363,0.51483,0.39167,0.40566,0.32483,0.65064,1.53991,1.63911,1.20612,0.0054064,0.0054064,0.0054064
234,1116.12,0.47461,0.78456,0.53429,0.98417,0.48483,0.39855,0.4047,0.34362,0.48365,0.39947,0.406,0.32524,0.65059,1.54121,1.63914,1.20623,0.0053866,0.0053866,0.0053866
235,77.3175,0.44086,0.71832,0.4643,0.95379,0.48449,0.39716,0.40437,0.34344,0.48171,0.39988,0.40542,0.32499,0.65056,1.54157,1.63979,1.20628,0.0053668,0.0053668,0.0053668
236,151.565,0.46248,0.76048,0.50765,0.9773,0.47995,0.3993,0.40392,0.34332,0.45668,0.40327,0.40527,0.32461,0.65078,1.54302,1.63989,1.2064,0.005347,0.005347,0.005347
237,224.955,0.46925,0.76905,0.51683,0.98206,0.46832,0.40004,0.40394,0.34322,0.46721,0.40209,0.40535,0.32448,0.65063,1.54253,1.6413,1.20648,0.0053272,0.0053272,0.0053272
238,299.428,0.47653,0.78928,0.52235,0.98231,0.465,0.40201,0.40376,0.34286,0.45378,0.40547,0.40504,0.32424,0.65051,1.54358,1.64199,1.20619,0.0053074,0.0053074,0.0053074
239,372.705,0.47384,0.79113,0.52308,0.97704,0.47184,0.39725,0.40374,0.34271,0.48195,0.39653,0.40452,0.3239,0.65113,1.54405,1.6428,1.20705,0.0052876,0.0052876,0.0052876
240,447.653,0.47163,0.76785,0.52944,0.98022,0.47328,0.39571,0.40372,0.34226,0.47285,0.39585,0.40444,0.32386,0.65117,1.54455,1.6425,1.20701,0.0052678,0.0052678,0.0052678
241,520.932,0.47651,0.80202,0.53583,0.98334,0.47116,0.39748,0.40355,0.34206,0.4714,0.39765,0.40396,0.32354,0.65104,1.54468,1.64259,1.2069,0.005248,0.005248,0.005248
242,595.786,0.46597,0.78295,0.53012,0.98236,0.45795,0.40048,0.40348,0.34212,0.47144,0.39921,0.40415,0.32389,0.65125,1.54501,1.64224,1.20741,0.0052282,0.0052282,0.0052282
243,669.333,0.47464,0.7929,0.53564,0.98646,0.48142,0.39322,0.40376,0.34236,0.48147,0.39377,0.40425,0.32401,0.65125,1.54506,1.64313,1.20741,0.0052084,0.0052084,0.0052084
244,742.785,0.47358,0.78798,0.53894,0.98546,0.49421,0.39192,0.4035,0.34208,0.4933,0.39239,0.40415,0.3238,0.65176,1.54509,1.64396,1.20813,0.0051886,0.0051886,0.0051886
245,816.507,0.4654,0.77552,0.52504,0.97889,0.49404,0.39186,0.40346,0.34217,0.46374,0.39895,0.40405,0.3236,0.65131,1.54556,1.64429,1.20762,0.0051688,0.0051688,0.0051688
246,889.867,0.47558,0.78176,0.53726,0.98253,0.50496,0.39071,0.40335,0.34212,0.50458,0.39179,0.40424,0.32363,0.65113,1.54657,1.64542,1.208,0.005149,0.005149,0.005149
247,964.599,0.46608,0.78313,0.53154,0.97863,0.50441,0.39134,0.40302,0.34167,0.50398,0.39207,0.40396,0.32354,0.65171,1.54609,1.64542,1.20854,0.0051292,0.0051292,0.0051292
248,1038.51,0.47442,0.78746,0.52046,0.98253,0.50532,0.39096,0.40279,0.34163,0.50391,0.39253,0.40369,0.32354,0.65165,1.54681,1.64548,1.20861,0.0051094,0.0051094,0.0051094
249,1111.98,0.46328,0.78108,0.51943,0.97252,0.50554,0.38962,0.40283,0.34167,0.50464,0.39156,0.40371,0.32359,0.65157,1.54664,1.64633,1.20851,0.0050896,0.0050896,0.0050896
250,1186.47,0.45582,0.76162,0.52855,0.97875,0.51098,0.38683,0.4027,0.34157,0.50879,0.38904,0.40354,0.32344,0.65134,1.54597,1.64755,1.208,0.0050698,0.0050698,0.0050698
251,1260.36,0.45757,0.7654,0.52011,0.97896,0.51392,0.38526,0.40294,0.3417,0.51437,0.38584,0.40365,0.32363,0.65127,1.54691,1.64743,1.20836,0.00505,0.00505,0.00505
252,1333.62,0.46206,0.76858,0.51626,0.97487,0.50966,0.38571,0.40271,0.34171,0.49678,0.38996,0.40342,0.32354,0.65124,1.54751,1.64766,1.20856,0.0050302,0.0050302,0.0050302
253,1407.72,0.4639,0.77308,0.52115,0.97298,0.51087,0.38446,0.40264,0.34161,0.50012,0.38621,0.40342,0.32346,0.65124,1.54839,1.64738,1.20869,0.0050104,0.0050104,0.0050104
254,1482.08,0.4673,0.77696,0.53183,0.97979,0.50254,0.38569,0.40233,0.34135,0.50306,0.38678,0.40329,0.32331,0.65153,1.54882,1.64749,1.20919,0.0049906,0.0049906,0.0049906
255,1555.97,0.47702,0.78848,0.52166,0.98239,0.51444,0.38611,0.40181,0.34178,0.51486,0.38704,0.40344,0.32372,0.65135,1.5488,1.64825,1.20902,0.0049708,0.0049708,0.0049708
256,1630.03,0.46608,0.77481,0.51668,0.97554,0.51719,0.38494,0.40248,0.34183,0.51742,0.3858,0.40349,0.32365,0.65149,1.54889,1.64854,1.20924,0.004951,0.004951,0.004951
257,1705.43,0.46089,0.76286,0.51876,0.97519,0.51766,0.38499,0.40248,0.34174,0.50699,0.38677,0.4034,0.32343,0.65134,1.5499,1.64872,1.20935,0.0049312,0.0049312,0.0049312
258,1779.61,0.46562,0.76775,0.51645,0.97559,0.49149,0.38901,0.40164,0.34175,0.50376,0.38916,0.40342,0.32346,0.65142,1.54957,1.64903,1.20982,0.0049114,0.0049114,0.0049114
259,1853.17,0.46558,0.77622,0.51017,0.97408,0.49097,0.38889,0.40168,0.34193,0.49331,0.38871,0.40372,0.32361,0.65135,1.54955,1.64945,1.20992,0.0048916,0.0048916,0.0048916
260,1926.95,0.46431,0.76869,0.51283,0.97152,0.48572,0.39219,0.40169,0.34196,0.48937,0.39184,0.40378,0.32352,0.65139,1.54996,1.65059,1.2102,0.0048718,0.0048718,0.0048718
261,2001.97,0.46398,0.77654,0.53151,0.97333,0.48771,0.39052,0.4015,0.34185,0.48871,0.39166,0.40357,0.32338,0.65166,1.55027,1.65074,1.21071,0.004852,0.004852,0.004852
262,2075.28,0.46077,0.76094,0.5115,0.97037,0.4871,0.38945,0.40149,0.34186,0.48797,0.39055,0.40362,0.32339,0.65163,1.5498,1.65041,1.21063,0.0048322,0.0048322,0.0048322
