epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,301.988,0.96293,2.44494,4.8065,1.28444,0.01169,0.10712,0.01486,0.01226,0.01155,0.10447,0.01489,0.01187,0.86902,2.01191,4.26748,1.24827,3.09876e-05,3.09876e-05,3.09876e-05
2,574.802,0.92914,2.0501,4.32074,1.25078,0.52834,0.04929,0.02737,0.02195,0.53852,0.04885,0.02726,0.02102,0.89525,1.86387,3.71247,1.25009,4.15317e-05,4.15317e-05,4.15317e-05
